LIGGGHTS (Version LIGGGHTS-PUBLIC 3.8.0, compiled 2024-03-31-20:10:17 by buildd, git commit unknown)
Reading data file ...
  orthogonal box = (-1 -1 -1) to (1 7 1)
  1 by 1 by 1 MPI processor grid
  100 atoms

Reading STL file 'wall.stl' (mesh processing step 1/3) 
Setting up run at Sun Mar 15 12:26:25 2026

Mesh cad: 1 elements have high aspect ratio (soft limit: smallest angle > 0.500000 ° required)
WARNING: Fix mesh: Mesh contains highly skewed element, moving mesh (if used) will not parallelize well (./src/surface_mesh_I.h:657)
WARNING: Mesh cad: proc 0 has 1 element pairs that are coplanar, share an edge and overlap (but are not duplicate)
Import and parallelization of mesh cad containing 2498 triangle(s) successful
Memory usage per processor = 14.4494 Mbytes
    Step    Atoms         KinEng            CPU 
  663000      100      24.173321      69.281336 
  664000      100      24.222289      69.393561 
  665000      100      24.179717        69.5207 
  666000      100      24.149496      69.637151 
  667000      100      24.223848      69.760086 
  668000      100      24.203631      69.881798 
  669000      100      24.188975      70.007284 
  670000      100       24.31917      70.143977 
  671000      100      24.259415      70.266999 
  672000      100      24.186794      70.389852 
  673000      100      24.185814      70.508043 
  674000      100      24.378486      70.628918 
  675000      100      24.333449      70.741234 
  676000      100      24.267062      70.856225 
  677000      100      24.252996      70.982112 
  678000      100       24.28272      71.106364 
  679000      100      24.370402      71.233968 
  680000      100      24.384259      71.353359 
  681000      100       24.38048       71.47696 
  682000      100      24.338294      71.599235 
  683000      100      24.381596      71.722658 
  684000      100      24.290169      71.847598 
  685000      100       24.38466      71.974713 
  686000      100      24.463958      72.095984 
  687000      100      24.494568      72.209811 
  688000      100      24.540884      72.321723 
  689000      100      24.604202      72.432002 
  690000      100      24.670248       72.55405 
  691000      100      24.698566      72.676061 
  692000      100       24.64662      72.792484 
  693000      100      24.613946      72.915807 
  694000      100      24.690625      73.033551 
  695000      100      24.716044      73.152044 
  696000      100      24.795197      73.272688 
  697000      100      24.749495      73.389641 
  698000      100      24.841338       73.50403 
  699000      100       24.89669      73.619066 
  700000      100      24.966788      73.736447 
  701000      100      24.977306      73.852467 
  702000      100      25.042374      73.965308 
  703000      100      25.051758       74.07975 
  704000      100      24.964521       74.19717 
  705000      100      25.038109      74.310566 
  706000      100       25.15561      74.432094 
  707000      100      25.169173      74.553738 
  708000      100      25.107818      74.676624 
  709000      100      25.189427      74.803334 
  710000      100      25.195327      74.933222 
  711000      100      25.120916       75.06171 
  712000      100       25.14661      75.189663 
  713000      100      25.177613      75.317357 
  714000      100      25.096872      75.451811 
  715000      100      25.175908      75.585885 
  716000      100      25.239439       75.72493 
  717000      100      25.221628      75.863254 
  718000      100      25.297269      76.003384 
  719000      100      25.426904      76.149561 
  720000      100      25.536277      76.298617 
  721000      100       25.55759      76.448648 
  722000      100      25.597038      76.606885 
  723000      100      25.533991      76.760687 
  724000      100      25.546481      76.916848 
  725000      100      25.637507       77.07421 
  726000      100      25.791046      77.236707 
  727000      100      25.823754      77.401709 
  728000      100      25.968299        77.5702 
  729000      100      26.044986       77.73464 
  730000      100      26.190125       77.91356 
  731000      100      26.186495      78.093397 
  732000      100      26.310735      78.272201 
  733000      100      26.491841      78.451084 
  734000      100      26.622684      78.639645 
  735000      100      26.760745      78.824492 
  736000      100      26.897079      78.998288 
  737000      100      26.952808      79.171468 
  738000       99      25.690992      79.347461 
  739000       99      25.763637      79.504388 
  740000       99      25.937777      79.665476 
  741000       99      26.000165      79.828156 
  742000       99      26.063168      80.022852 
  743000       99      26.140153      80.212334 
  744000       99      26.282691      80.411911 
  745000       99      26.387017       80.60341 
  746000       99      26.564173      80.786252 
  747000       99      26.702214      80.964901 
  748000       98      25.470289      81.121013 
  749000       98      25.631872      81.248215 
  750000       98      25.792528        81.3856 
  751000       98      25.809591      81.518942 
  752000       98      25.926155      81.653101 
  753000       98      26.026898      81.792466 
  754000       98      26.230315      81.934745 
  755000       98      26.303504      82.079517 
  756000       98      26.509043      82.220094 
  757000       98       26.67304      82.375388 
  758000       98      26.869849      82.523919 
  759000       98      27.020267      82.675886 
  760000       98      27.205227      82.831908 
  761000       98      27.408427      82.994893 
  762000       98      27.593881      83.152673 
  763000       98      27.832739      83.317575 
  764000       98      28.009925      83.482955 
  765000       98      28.222657      83.656701 
  766000       98      28.463078      83.831426 
  767000       98      28.664246      84.009353 
  768000       98      28.837451      84.183468 
  769000       97      27.765165      84.362294 
  770000       97       27.92851      84.533101 
  771000       97      28.024926       84.70506 
  772000       96      26.756348      84.876224 
  773000       96      26.964557      85.048192 
  774000       96      27.036588      85.221523 
  775000       95      25.812449      85.361831 
  776000       95      25.975501      85.532537 
  777000       95      26.136328      85.707917 
  778000       95      26.317233       85.86676 
  779000       95      26.405677      86.013975 
  780000       95      26.511722       86.17086 
  781000       95       26.74461      86.332027 
  782000       95      26.909294      86.494386 
  783000       95      27.128443      86.652928 
  784000       95      27.323943      86.806596 
  785000       95      27.508501      86.973744 
  786000       95      27.644731      87.146072 
  787000       95      27.812663      87.318091 
  788000       94      26.681107      87.493907 
  789000       94      26.944145      87.646341 
  790000       94      27.158548      87.805734 
  791000       94      27.290181      87.962983 
  792000       94      27.459865      88.131316 
  793000       94      27.703625       88.29222 
  794000       94      27.929167       88.46896 
  795000       94      28.174922      88.670767 
  796000       94      28.472446      88.946983 
  797000       94      28.657294      89.216156 
  798000       93      27.469918      89.496104 
  799000       93      27.582947      89.766884 
  800000       92       26.47371      90.029302 
  801000       92      26.604167      90.277688 
  802000       92      26.738188       90.54298 
  803000       92      26.985262      90.798529 
  804000       92      27.192299      91.057304 
  805000       91      26.141272       91.31491 
  806000       91      26.311802       91.56422 
  807000       91      26.506811      91.806736 
  808000       91      26.646819      92.053328 
  809000       91      26.910506      92.305686 
  810000       91      27.124349      92.556626 
  811000       90      25.963372      92.803952 
  812000       89      24.792079      93.058749 
  813000       89      25.012484       93.31562 
  814000       89      25.201467      93.566432 
  815000       89      25.374488      93.817997 
  816000       88      24.147724      94.072948 
  817000       88      24.300863      94.314741 
  818000       88      24.374156      94.578233 
  819000       87      23.236968      94.828665 
  820000       87      23.368533      95.045149 
  821000       87      23.530446      95.260811 
  822000       87      23.683131      95.478774 
  823000       87      23.981292      95.708947 
  824000       87      24.146999      95.946471 
  825000       87      24.379693      96.178397 
  826000       87        24.5203      96.413443 
  827000       87      24.696942      96.660398 
  828000       87      24.868059      96.908584 
  829000       87      24.949812       97.16769 
  830000       87       25.13105      97.408011 
  831000       86      24.033911        97.5836 
  832000       86      24.188451      97.735597 
  833000       86       24.35393      97.894126 
  834000       86       24.53155      98.056846 
  835000       86      24.700767      98.218428 
  836000       86      24.966097      98.378072 
  837000       86      25.234529      98.540009 
  838000       86      25.475128      98.708393 
  839000       86       25.67399      98.876947 
  840000       86       25.99285      99.049832 
  841000       85       24.90207      99.208332 
  842000       85      25.108404      99.364424 
  843000       85      25.335741      99.526686 
  844000       85      25.589744      99.696468 
  845000       85      25.844071      99.869934 
  846000       85      26.002135       100.0418 
  847000       84      25.012453      100.21373 
  848000       84      25.160982      100.39028 
  849000       84       25.50756      100.56199 
  850000       83      24.359114      100.72902 
  851000       83      24.506099      100.88692 
  852000       83      24.705598       101.0453 
  853000       83      24.991561       101.2086 
  854000       83      25.204003       101.3758 
  855000       83      25.536541      101.54264 
  856000       82      24.520268      101.71377 
  857000       82      24.827272      101.88816 
  858000       82      25.013694      102.06288 
  859000       81      23.865132      102.22866 
  860000       81      24.201199      102.38158 
  861000       81      24.394569      102.54412 
  862000       81       24.69114       102.7172 
  863000       81      24.996944      102.88784 
  864000       81      25.286422      103.05532 
  865000       80      24.234808      103.21959 
  866000       80      24.513632      103.37091 
  867000       80      24.887091      103.53026 
  868000       80      25.133089      103.69701 
  869000       80       25.43866      103.86423 
  870000       80      25.762669      104.03552 
  871000       80      26.014572      104.20621 
  872000       79      24.983536      104.37546 
  873000       78      23.838052      104.53708 
  874000       78      24.103914      104.69338 
  875000       78      24.328054      104.84583 
  876000       78      24.582187       105.0006 
  877000       78      24.901102      105.16365 
  878000       78      25.154752      105.33013 
  879000       78      25.460368      105.50376 
  880000       77      24.407521      105.67063 
  881000       76      23.341292      105.84054 
  882000       75      22.351291      106.00323 
  883000       75      22.558728      106.16337 
  884000       75      22.764953      106.32664 
  885000       75      23.014272      106.49518 
  886000       75      23.173851      106.66267 
  887000       75      23.426918      106.82998 
  888000       74      22.332536      106.99467 
  889000       73      21.231865      107.14928 
  890000       73      21.431876      107.30034 
  891000       73      21.649949      107.45043 
  892000       73      21.829008      107.61369 
  893000       73      22.073804      107.77474 
  894000       73      22.246923      107.93794 
  895000       73      22.564998      108.10406 
  896000       72      21.427162      108.25739 
  897000       72      21.733618      108.40895 
  898000       72      21.961982      108.57328 
  899000       72      22.148024        108.736 
  900000       72       22.40371      108.89976 
  901000       71      21.352364      109.06375 
  902000       71      21.574954       109.2282 
  903000       71      21.812376      109.39359 
  904000       70      20.681697      109.54237 
  905000       70       20.90067      109.70419 
  906000       70      21.152715      109.86926 
  907000       70      21.417666      110.03237 
  908000       70      21.750013       110.1961 
  909000       69      20.627941      110.35539 
  910000       69      20.894285      110.50857 
  911000       69      21.159937       110.6622 
  912000       69      21.410903      110.82323 
  913000       69      21.674599      110.98706 
  914000       69      21.974991      111.14872 
  915000       68      20.936825       111.3133 
  916000       68      21.212293      111.47448 
  917000       68      21.508034      111.63614 
  918000       67      20.467365      111.79994 
  919000       67      20.657099      111.96151 
  920000       67      20.856499      112.12424 
  921000       67      21.187468      112.28592 
  922000       66      20.029794      112.44822 
  923000       66      20.280693      112.60152 
  924000       66      20.567883      112.75481 
  925000       66      20.816099      112.92153 
  926000       66      21.031972      113.08737 
  927000       66      21.255219       113.2499 
  928000       65      20.174277      113.40399 
  929000       65      20.311201      113.56209 
  930000       65      20.542107      113.72564 
  931000       65      20.765872      113.88845 
  932000       65      20.974523      114.05241 
  933000       64      19.838617      114.21931 
  934000       63      18.638915      114.37156 
  935000       63        18.8596      114.50977 
  936000       63      19.039581      114.65082 
  937000       63      19.215921      114.79972 
  938000       63      19.461785      114.94835 
  939000       63      19.556748      115.09516 
  940000       63       19.79577      115.24788 
  941000       63      19.986808      115.40353 
  942000       63      20.083526      115.56512 
  943000       63      20.312805      115.73352 
  944000       63      20.516048       115.8979 
  945000       61      18.032779      116.06181 
  946000       61      18.103028      116.22078 
  947000       61      18.199322      116.38373 
  948000       60      17.024029      116.54548 
  949000       60      17.124548      116.68441 
  950000       60      17.315656      116.83493 
  951000       60      17.410819      116.98796 
  952000       60      17.542541      117.13967 
  953000       60      17.711405      117.29424 
  954000       60      17.819417      117.45394 
  955000       60      17.941769      117.62538 
  956000       60      18.201785      117.79127 
  957000       60      18.405635      117.95765 
  958000       59      17.222535      118.12222 
  959000       59      17.427111       118.2656 
  960000       59      17.582088       118.4076 
  961000       59      17.802635      118.55238 
  962000       59      18.052138      118.70678 
  963000       59      18.275391      118.85896 
  964000       59      18.496614      119.01786 
  965000       59      18.795384      119.17283 
  966000       59      18.991761      119.33141 
  967000       59      19.299903      119.49312 
  968000       59      19.621938      119.65639 
  969000       59      20.019533      119.81799 
  970000       58      19.023421      119.97272 
  971000       58      19.317701      120.13038 
  972000       58      19.672888      120.29473 
  973000       58      19.979494      120.45849 
  974000       57      19.044366      120.62338 
  975000       57      19.364579      120.78584 
  976000       57      19.648898      120.95031 
  977000       56      18.593477      121.11357 
  978000       56      18.858707      121.27642 
  979000       55      17.756293      121.43992 
  980000       55      18.024708      121.60391 
  981000       55       18.31033      121.77441 
  982000       54      17.233944       121.9364 
  983000       54      17.437232      122.10082 
  984000       54      17.654329      122.26517 
  985000       54      17.890751      122.43376 
  986000       53      16.766463      122.59088 
  987000       53      17.019013      122.74528 
  988000       53      17.307358      122.89872 
  989000       53      17.578659      123.05245 
  990000       53      17.762572      123.20863 
  991000       53      17.992712      123.37249 
  992000       53      18.277831       123.5342 
  993000       53      18.491687      123.69775 
  994000       52      17.466908      123.86074 
  995000       52      17.776913        124.022 
  996000       52      18.157894      124.18713 
  997000       51      17.071464      124.34719 
  998000       50      16.038524       124.5089 
  999000       50      16.349011      124.65581 
 1000000       50      16.592197      124.80839 
Loop time of 124.808 on 1 procs for 1000000 steps with 50 atoms, finish time Sun Mar 15 12:28:44 2026


Pair  time (%) = 2.74696 (2.20094)
Neigh time (%) = 23.1363 (18.5374)
Comm  time (%) = 1.0967 (0.878707)
Outpt time (%) = 0.703032 (0.563289)
Other time (%) = 97.1254 (77.8196)

Nlocal:    50 ave 50 max 50 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    0 ave 0 max 0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    11 ave 11 max 11 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 11
Ave neighs/atom = 0.22
Neighbor list builds = 57502
Dangerous builds = 0
